CD_OPERACAO;DT_INICIO;DT_FIM;NM_EMPRESA;NM_MESA;NM_ESTRATEGIA;NM_CENTRALIZADOR;NM_GESTOR;NM_SUBGESTOR;NM_SUBPRODUTO;NM_CARACTERISTICA;CD_ATIVO_OBJETO;QUANTIDADE;ID_PRECO
722779402;04/01/2018;18/05/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;216,6042743;7841
722779405;04/01/2018;21/05/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-380,134252;7841
722779423;04/01/2018;04/06/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-206,7445035;7841
722779424;04/01/2018;04/06/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;169,0043326;7841
722779426;04/01/2018;06/06/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;79,82758445;7841
722779429;04/01/2018;07/06/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-81,15056925;7841
722779430;04/01/2018;08/06/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;76,577523;7829
722779436;04/01/2018;14/06/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;195,2909257;7829
722779437;04/01/2018;14/06/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-195,2909257;7829
722779444;04/01/2018;25/06/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;387,2584665;7829
722779445;04/01/2018;25/06/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-387,2584665;7841
722779447;04/01/2018;27/06/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-154,8044596;7829
722779450;04/01/2018;29/06/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;39,19159949;7841
722779457;04/01/2018;04/07/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-48,23134756;7829
722779460;04/01/2018;09/07/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;95,5047045;7841
722779470;04/01/2018;27/03/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;1,677322065;7829
722779472;04/01/2018;27/03/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-0,062829225;7829
722779476;04/01/2018;30/03/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;3,36558209;7829
722779478;04/01/2018;30/03/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;0,09235743;7829
722779489;04/01/2018;31/03/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-0,076843575;7829
722779504;04/01/2018;06/04/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-0,04405388;7829
722779506;04/01/2018;06/04/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-0,3235649;7829
722779509;04/01/2018;07/04/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-0,033044045;7829
722778694;04/01/2018;03/09/2018;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;375000000;7860
722778701;04/01/2018;04/05/2020;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;495000000;7829
722778707;04/01/2018;01/04/2019;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;495000000;7860
722778708;04/01/2018;01/04/2020;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;495000000;7860
722778710;04/01/2018;01/10/2019;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;495000000;7860
722778713;04/01/2018;01/06/2018;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-105000000;7860
722778715;04/01/2018;02/05/2018;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-395000000;7829
722778718;04/01/2018;02/12/2019;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-495000000;7829
722778721;04/01/2018;02/05/2018;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-105000000;7860
722778722;04/01/2018;04/05/2020;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-495000000;7829
722778724;04/01/2018;01/10/2019;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-495000000;7829
722778730;04/01/2018;01/08/2018;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-350000000;7860
722778736;04/01/2018;02/04/2018;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;100000000;7860
722778738;04/01/2018;01/06/2018;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;395000000;7829
722778741;04/01/2018;01/11/2018;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;495000000;7860
722778745;04/01/2018;02/05/2019;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-495000000;7829
722778752;04/01/2018;01/03/2018;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-125000000;7860
722778763;04/01/2018;01/03/2019;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;495000000;7829
722778768;04/01/2018;04/01/2021;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;495000000;7860
722778769;04/01/2018;04/01/2021;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-495000000;7829
722778776;04/01/2018;02/01/2019;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-495000000;7860
722778781;04/01/2018;03/12/2018;empaaa;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-495000000;7829
722778784;04/01/2018;03/11/2020;empfff;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;495000000;7829
722778786;04/01/2018;01/02/2019;empaaa;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;495000000;7860
722778790;04/01/2018;01/11/2018;empaaa;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;495000000;7829
722778794;04/01/2018;02/05/2018;empaaa;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-105000000;7860
722778799;04/01/2018;02/04/2018;empaaa;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;100000000;7829
722778804;04/01/2018;01/04/2019;empaaa;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;-495000000;7860
722778808;04/01/2018;01/02/2018;empaaa;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;125000000;7860
722778825;04/01/2018;03/02/2020;empaaa;mesabbb;estaaa;centaaa;gestaaa;subaaa;subphhh;carac;cdat;495000000;7829
722779647;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;9027,30534;7829
722779650;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;70,53065475;7829
722779652;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-9027,311545;14196
722779654;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;5848,556065;7829
722779661;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-812,7135955;7829
722779664;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-768,7939135;14196
722779667;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-1,131680155;14196
722779675;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-829,6273725;7829
722779676;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-641,7545615;7829
722779684;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-34,70329412;7829
722779695;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-22,48225805;14196
722779703;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-53,9745333;7829
722779704;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-256,1212449;14196
722779713;04/01/2018;15/05/2019;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-437,6249952;7829
722779723;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-20,05598929;7829
722779732;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-35,24557817;7829
722779744;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-24,67571371;14196
722779745;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-51,20929105;14196
722779752;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-15,25973398;7829
722779756;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-36,5055349;14196
722779761;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-18,81305938;14196
722779764;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-18,280446;14196
722779766;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-7,85977441;14196
722779768;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-43,50525456;14196
722779775;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-27,27484285;14196
722779778;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-34,75026643;7829
722779779;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-29,35200744;14196
722779782;04/01/2018;17/08/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-11,87155208;7829
722779529;04/01/2018;11/09/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-19,03424412;7829
722779536;04/01/2018;15/09/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;5,77458301;7829
722779547;04/01/2018;18/09/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-12,27540711;7829
722779558;04/01/2018;24/09/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-7,26434493;7829
722779566;04/01/2018;30/09/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;4,82620135;7829
722779575;04/01/2018;06/10/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-9,126604845;7829
722779585;04/01/2018;14/10/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-5,8157381;7829
722779588;04/01/2018;16/10/2020;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;16,40763385;7829
722779598;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-1821,097453;7829
722779604;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-27,85108614;7829
722779606;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-2190,484737;7829
722779618;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-3,370999155;14196
722779619;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-24,33659098;7829
722779622;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-2998,32165;14196
722779630;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-12,61080531;14196
722779632;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-2499,42574;7829
722779645;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;-7171,91932;7829
722779646;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;1,101909515;7829
722779647;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;9027,30534;14196
722779653;04/01/2018;15/08/2018;empddd;mesaccc;estaaa;centaaa;gestaaa;subaaa;subpoooo;carac;cdat;12717,95568;14196
